shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
p_1425125,40.737687782028,-74.158628197067,4,542.21259912
p_1425125,40.738212806456,-74.157656055572,5,642.92036353
p_1425125,40.738611314772,-74.156968765884,6,715.91753934
p_1425125,40.739045400997,-74.156233552254,7,794.53189989
p_1425125,40.739198677226,-74.155983865082,8,821.63377058
p_1425125,40.739323192761,-74.155768195106,9,844.50393736
p_178292,40.734633750439,-74.163635931213,1,0
p_178292,40.735387218267,-74.162445931213,2,130.78753318
p_178292,40.736304229471,-74.160896285706,3,296.63224191
p_178292,40.737687782028,-74.158628197067,4,542.21259912
p_178292,40.738212806456,-74.157656055572,5,642.92036353
p_178292,40.738611314772,-74.156968765884,6,715.91753934
p_178292,40.739045400997,-74.156233552254,7,794.53189989
p_178292,40.739198677226,-74.155983865082,8,821.63377058
p_178292,40.739323192761,-74.155768195106,9,844.50393736
p_178292,40.739437,-74.155677,10,859.30452128
p_178292,40.740376686292,-74.153980978821,11,1036.53603865
p_178292,40.741074730908,-74.152585585953,12,1177.60337087
p_178292,40.741328125086,-74.151382125626,13,1283.07470317
p_178292,40.74149657288,-74.149868173233,14,1412.30884325
p_178292,40.74184749662,-74.145449371628,15,1787.56224409
p_178292,40.742062148767,-74.142615997345,16,2028.06021394
p_178292,40.742429254421,-74.137514243347,17,2460.88914267
p_178292,40.742898460125,-74.131597359741,18,2963.34730829
p_178292,40.743241236945,-74.127573661316,19,3305.31822197
p_178292,40.743291662678,-74.123922386169,20,3613.75867911
p_178292,40.743194052127,-74.118688581909,21,4055.94301084
p_178292,40.743063348083,-74.116422714294,22,4247.87001891
p_178292,40.7426420565,-74.112677744705,23,4567.61624735
p_178292,40.742159350916,-74.107667568756,24,4994.16677103
p_178292,40.741799980181,-74.10422740741,25,5287.45892313
p_178292,40.741675202001,-74.101929928558,26,5482.00436
p_178292,40.741434106916,-74.095364457611,27,6037.18944519
p_178292,40.741326742862,-74.092674640198,28,6264.69262189
p_178292,40.741291461458,-74.091290333313,29,6381.68134179
p_178292,40.741233085388,-74.0890264841,30,6573.00345477
p_178292,40.741159604082,-74.087441313461,31,6707.14081722
p_178292,40.741073699447,-74.08656759259,32,6781.55238353
p_178292,40.74088501121,-74.085616322754,33,6864.58742094
p_178292,40.740673718874,-74.084841373016,34,6934.12120465
p_178292,40.740516423075,-74.084232626984,35,6988.42448633
p_178292,40.740235931426,-74.083296388886,36,7073.41671572
p_178292,40.739613613203,-74.081073017197,37,7273.52581141
p_178292,40.739452257009,-74.08050435582,38,7324.79149106
p_178292,40.739301836544,-74.079991846558,39,7371.19194454
p_178292,40.739014349895,-74.078902226845,40,7468.60755568
p_178292,40.738633446191,-74.077420203705,41,7600.74206658
p_178292,40.738466866106,-74.07668987368,42,7665.1445574
p_178292,40.738292088075,-74.07595494841,43,7730.18492451
p_178292,40.738156572881,-74.075391525131,44,7780.0983336
p_178292,40.737988538316,-74.074786050262,45,7834.5390392
p_178292,40.737739213697,-74.073946694443,46,7910.65188183
p_178292,40.737546695428,-74.07326194841,47,7972.31561955
p_178292,40.737279443383,-74.072335796295,48,8055.98629439
p_178292,40.736958377626,-74.071162694443,49,8161.29575465
p_178292,40.736574670398,-74.06988435582,50,8277.37898148
p_178292,40.736059669265,-74.068316661377,51,8421.62338174
p_178292,40.735634150223,-74.067195339951,52,8527.47433779
p_178292,40.735090836377,-74.066285189163,53,8625.20328386
p_178292,40.734650354034,-74.065668408737,54,8696.66742399
p_178292,40.734142515297,-74.065079223556,55,8771.88311886
p_178292,40.733891594655,-74.064779969589,56,8809.50546076
p_178292,40.733506901105,-74.064361002655,57,8864.98089951
p_178292,40.733362909491,-74.064188248024,58,8886.62905864
p_178292,40.733162226015,-74.063916781754,59,8918.60581228
p_178292,40.733045900388,-74.063763400139,60,8936.90188242
p_178292,40.732988753574,-74.063505263893,61,8959.61230014
p_178292,40.73295215584,-74.063285034393,62,8978.65467773
p_178292,40.732905409049,-74.063153606152,63,8990.91062707
p_178293,40.732868116783,-74.063189407409,1,0
p_178293,40.733086298625,-74.06375710318,2,53.72856579
p_178293,40.733322064077,-74.064143341278,3,95.56136506
p_178293,40.73417883171,-74.065110509262,4,220.96863703
p_178293,40.735111160405,-74.066226180565,5,360.97206813
p_178293,40.735597567255,-74.06711487368,6,453.45399861
p_178293,40.736104381468,-74.068257652779,7,565.19365416
p_178293,40.736700676463,-74.070002373016,8,726.76214183
p_178293,40.737100641701,-74.071548932541,9,864.74237444
p_178293,40.737393254118,-74.072587923943,10,958.32676637
p_178293,40.737809327209,-74.07402179895,11,1087.95723234
p_178293,40.738308146789,-74.075843579376,12,1251.50476253
p_178293,40.738662805642,-74.077392514572,13,1388.13779621
p_178293,40.739392035271,-74.0802772864,14,1644.90755314
p_178293,40.739536712222,-74.08087736113,15,1698.07860867
p_178293,40.739759658551,-74.081621842606,16,1765.65978804
p_178293,40.740535374845,-74.084286785736,17,2006.67371328
p_178293,40.74096054812,-74.08604236113,18,2162.29207902
p_178293,40.741163617572,-74.087229666687,19,2265.08035551
p_178293,40.741246142365,-74.088572310867,20,2378.85434302
p_178293,40.741308404004,-74.089999374344,21,2499.58699709
p_178293,40.74139357879,-74.092416731491,22,2703.9837413
p_178293,40.74144227644,-74.095908161346,23,2998.93044573
p_178293,40.741680660317,-74.103528751343,24,3643.13215641
p_178293,40.74211291193,-74.108214904785,25,4041.83658114
p_178293,40.742624891832,-74.112539589996,26,4411.50613915
p_178293,40.74309802004,-74.117642653412,27,4845.70810764
p_178293,40.743176565871,-74.121987253967,28,5212.76091001
p_178293,40.743303920181,-74.126289481506,29,5576.40574851
p_178293,40.742684482783,-74.134419333313,30,6266.49925267
p_178293,40.742189836773,-74.14127820636,31,6848.41072894
p_178293,40.741794079169,-74.146624015808,32,7302.06450022
p_178293,40.741538244471,-74.149229936462,33,7523.99388728
p_178293,40.741326894692,-74.15133278833,34,7703.1513017
p_178293,40.740832630878,-74.153033757919,35,7856.94886239
p_178293,40.740285323582,-74.154069539673,36,7963.47509349
p_178293,40.739891471501,-74.154748541,37,8035.60089439
p_178293,40.73958680951,-74.155316525131,38,8094.30543631
p_178293,40.739306934569,-74.155827203705,39,8147.47087415
p_178293,40.739380096405,-74.155762830688,40,8157.24699537
p_178293,40.738877576581,-74.156573951065,41,8245.61003071
p_178293,40.737598400232,-74.158985498703,42,8493.94609894
p_178293,40.737221210054,-74.159736805588,43,8569.98457151
p_178293,40.736566616787,-74.160971265915,44,8697.09497152
p_178293,40.73590366022,-74.162094709045,45,8817.20077944
p_178293,40.735625221034,-74.162546313522,46,8866.30549641
p_178293,40.735266195273,-74.163075271858,47,8926.18873103
p_178293,40.734937036291,-74.163545989441,48,8980.19910625
p_178293,40.73471097777,-74.163874887589,49,9017.64313063
p_4493,40.73586,-74.02922,1,0
p_4493,40.73295,-74.00707,2,1898.75590118
p_4493,40.732933,-74.007072,3,1900.65127467
p_4493,40.733063376705,-74.006347192451,4,1963.56702996
p_4493,40.733220598109,-74.005356156731,5,2049.0845969
p_4493,40.733402014426,-74.004219544289,6,2147.18891608
p_4493,40.73357840425,-74.003059255928,7,2247.14029537
p_4493,40.733764107205,-74.001874426567,8,2349.3287533
p_4493,40.733902421332,-74.00081586837,9,2440.05763225
p_4493,40.734010497257,-74.000053322754,10,2505.58036872
p_4493,40.734069,-73.999656,11,2539.76619096
p_4493,40.734150259457,-73.999223186508,12,2577.42411756
p_4493,40.734249,-73.999107,13,2592.13998435
p_4493,40.734783,-73.99871,14,2660.26570803
p_4493,40.735031,-73.998542,15,2691.24710512
p_4493,40.735389,-73.998275,16,2736.95453427
p_4493,40.73603,-73.997802,17,2818.58343739
p_4493,40.736667,-73.997337,18,2899.49490883
p_4493,40.737354,-73.996849,19,2986.20935975
p_4493,40.737361,-73.996841,20,2987.23935648
p_4493,40.738044,-73.996337,21,3074.21652284
p_4493,40.738685,-73.995872,22,3155.51607377
p_4493,40.739273,-73.995445,23,3230.11163295
p_4493,40.73986,-73.995018,24,3304.60985779
p_4493,40.74044,-73.99459,25,3378.47002652
p_4493,40.741031,-73.994163,26,3453.35693727
p_4493,40.741615,-73.993736,27,3527.56339142
p_4493,40.742233,-73.993293,28,3605.72897188
p_4493,40.7429,-73.992805,29,3690.49439869
p_4493,40.742912,-73.992797,30,3691.98850242
p_4493,40.743568,-73.992317,31,3775.35777767
p_4493,40.744186,-73.991874,32,3853.5228547
p_4493,40.7448,-73.991416,33,3931.9153951
p_4493,40.745422,-73.990966,34,4010.75374545
p_4493,40.746036,-73.990516,35,4088.81476097
p_4493,40.746658,-73.990066,36,4167.65278512
p_4493,40.747276,-73.989616,37,4246.10176282
p_4493,40.747894,-73.989158,38,4324.88011222
p_4493,40.748504,-73.988708,39,4402.55277356
p_4493,40.749037136642,-73.988332652779,40,4469.7093866
p_4493,40.749114,-73.988273,41,4479.62083436
p_4495,40.73586,-74.02922,1,0
p_4495,40.7327230764909,-74.0297761152865,2,351.50468878
p_4495,40.7324375291734,-74.0298920627113,3,384.69259309
p_4495,40.7322398418488,-74.0300949707029,4,412.54452995
p_4495,40.7320531366173,-74.0314283660575,5,527.07522735
p_4495,40.7318334827225,-74.0320225966001,6,582.88555335
p_4495,40.7315040005307,-74.0324139191512,7,632.19579132
p_4495,40.7311525510644,-74.0326748008519,8,677.01619704
p_4495,40.7307352024414,-74.0329646693768,9,729.43346116
p_4495,40.7290338579154,-74.0335215603108,10,924.13464803
p_4495,40.72699,-74.03383,11,1152.59316
p_4495,40.7175213715462,-74.0355849736917,12,2214.47339386
p_4495,40.7174069931982,-74.0355428166271,13,2227.66493982
p_4495,40.7173348167426,-74.0353821539302,14,2243.42949317
p_4495,40.7173029110074,-74.0352061182769,15,2258.71955526
p_4495,40.7172158953055,-74.0347354142634,16,2299.64810888
p_4495,40.7170998741572,-74.0340427522069,17,2359.57514591
p_4495,40.7169362178741,-74.0327706660136,18,2468.5844118
p_4495,40.7168869087167,-74.0323535380624,19,2504.25209659
p_4495,40.71676,-74.03238,20,2518.52137238
p_4495,40.7149350128964,-74.0173669144474,21,3803.14583301
p_4495,40.7148344167261,-74.0169994651591,22,3836.14259073
p_4495,40.7141556537268,-74.0152998390768,23,3998.33489611
p_4495,40.71271,-74.01193,24,4325.21839701
p_4496,40.734633750439,-74.163635931213,1,0
p_4496,40.735387218267,-74.162445931213,2,130.78753318
p_4496,40.736304229471,-74.160896285706,3,296.63224191
p_4496,40.737687782028,-74.158628197067,4,542.21259912
p_4496,40.738212806456,-74.157656055572,5,642.92036353
p_4496,40.738611314772,-74.156968765884,6,715.91753934
p_4496,40.739045400997,-74.156233552254,7,794.53189989
p_4496,40.739198677226,-74.155983865082,8,821.63377058
p_4496,40.739323192761,-74.155768195106,9,844.50393736
p_4496,40.739437,-74.155677,10,859.30452128
p_4496,40.740376686292,-74.153980978821,11,1036.53603865
p_4496,40.741074730908,-74.152585585953,12,1177.60337087
p_4496,40.741328125086,-74.151382125626,13,1283.07470317
p_4496,40.74149657288,-74.149868173233,14,1412.30884325
p_4496,40.74184749662,-74.145449371628,15,1787.56224409
p_4496,40.742062148767,-74.142615997345,16,2028.06021394
p_4496,40.742429254421,-74.137514243347,17,2460.88914267
p_4496,40.742898460125,-74.131597359741,18,2963.34730829
p_4496,40.743241236945,-74.127573661316,19,3305.31822197
p_4496,40.743291662678,-74.123922386169,20,3613.75867911
p_4496,40.743194052127,-74.118688581909,21,4055.94301084
p_4496,40.743063348083,-74.116422714294,22,4247.87001891
p_4496,40.7426420565,-74.112677744705,23,4567.61624735
p_4496,40.742159350916,-74.107667568756,24,4994.16677103
p_4496,40.741799980181,-74.10422740741,25,5287.45892313
p_4496,40.741675202001,-74.101929928558,26,5482.00436
p_4496,40.741434106916,-74.095364457611,27,6037.18944519
p_4496,40.741326742862,-74.092674640198,28,6264.69262189
p_4496,40.741291461458,-74.091290333313,29,6381.68134179
p_4496,40.741233085388,-74.0890264841,30,6573.00345477
p_4496,40.741159604082,-74.087441313461,31,6707.14081722
p_4496,40.741073699447,-74.08656759259,32,6781.55238353
p_4496,40.74088501121,-74.085616322754,33,6864.58742094
p_4496,40.740673718874,-74.084841373016,34,6934.12120465
p_4496,40.740516423075,-74.084232626984,35,6988.42448633
p_4496,40.740235931426,-74.083296388886,36,7073.41671572
p_4496,40.739613613203,-74.081073017197,37,7273.52581141
p_4496,40.739452257009,-74.08050435582,38,7324.79149106
p_4496,40.739301836544,-74.079991846558,39,7371.19194454
p_4496,40.739014349895,-74.078902226845,40,7468.60755568
p_4496,40.738633446191,-74.077420203705,41,7600.74206658
p_4496,40.738466866106,-74.07668987368,42,7665.1445574
p_4496,40.738292088075,-74.07595494841,43,7730.18492451
p_4496,40.738156572881,-74.075391525131,44,7780.0983336
p_4496,40.737988538316,-74.074786050262,45,7834.5390392
p_4496,40.737739213697,-74.073946694443,46,7910.65188183
p_4496,40.737546695428,-74.07326194841,47,7972.31561955
